track_name,artist,album,duration_ms,genres,year
(Love Is) Thicker Than Water,Andy Gibb,Flowing Rivers,255960,"['dance pop', 'dance rock', 'europop', 'pop']",2000
The First Time,Surface,The First Time: The Best Of Surface,256000,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']",2000
Bump n' Grind,R. Kelly,12 Play,256133,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",2000
Bent,Matchbox Twenty,Mad Season,256133,['pagode'],2000
That's What Friends Are For (with Elton John Gladys Knight & Stevie Wonder),Dionne Warwick,Greatest Hits 1979-1990,256467,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",2000
Do That To Me One More Time,Captain & Tennille,Make Your Move,256667,"['emo rap', 'underground hip hop']",2000
Let Me Love You,Mario,Let Me Love You,256733,['k-pop'],2000
Everything You Want,Vertical Horizon,Everything You Want,257067,"['permanent wave', 'soft rock', 'sophisti-pop']",2000
Elastic Heart,Sia,1000 Forms Of Fear,257200,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2000
Counting Stars,OneRepublic,Native,257267,"['adult standards', 'jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",2000
Hero,Mariah Carey,Music Box,257733,"['boy band', 'dance pop', 'europop']",2000
Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,258040,"['classic bollywood', 'classic tollywood', 'desi pop', 'filmi', 'sufi']",2000
Always Be My Baby,Mariah Carey,Daydream,258133,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2000
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,The Heist,258343,"['k-pop', 'k-pop boy group']",2000
You're so Vain,Carly Simon,No Secrets,258411,"['dangdut', 'dangdut koplo', 'javanese dangdut', 'lagu jawa']",2000
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,It Must Have Been Love,258787,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",2000
Love Song,Sara Bareilles,Little Voice,258827,"['funk carioca', 'funk ostentacao']",2000
Lean on Me,Bill Withers,Still Bill,258835,"['belarusian hip hop', 'russian hip hop']",2000
Photograph,Nickelback,All the Right Reasons,258920,"['desi hip hop', 'tamil hip hop', 'tamil pop']",2000
Love in This Club,Usher,Here I Stand,259720,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",2000
I Swear,All-4-One,Rhino Hi-Five: All-4-One,259853,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2000
Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),260240,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",2000
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),260253,"['hong kong hip hop', 'k-pop']",2000
All Night Long (All Night) - Single Version,Lionel Richie,The Definitive Collection,260427,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",2000
The First Time Ever I Saw Your Face,Roberta Flack,First Take,260666,['v-pop'],2000
Every Rose Has Its Thorn,Various Artists,Classic Rock,261160,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2000
Fame - 2016 Remaster,David Bowie,Young Americans (2016 Remaster),261373,"['alternative rock', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",2000
El Paso,Marty Robbins,The Story Of My Life: The Best Of Marty Robbins 1952-1965,261467,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",2000
Maria Maria (feat. The Product G&B),Santana,Supernatural (Remastered),261973,"['bachata', 'latin', 'latin pop', 'salsa choke', 'tropical']",2000
Party Rock Anthem,LMFAO,Sorry For Party Rocking,262147,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",2000
I Just Called To Say I Love You,Stevie Wonder,At The Close Of A Century,262240,"['brazilian rock', 'latin alternative', 'manguebeat', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']",2000
"Let It Flow - from ""Waiting to Exhale"" Original Soundtrack",Toni Braxton,Secrets,262373,"['classic rock', 'permanent wave', 'punk', 'rock']",2000
Bleeding Love,Leona Lewis,Spirit,262467,"['classic j-pop', 'j-pop', 'j-rock']",2000
How to Save a Life,The Fray,How To Save A Life,262533,"['contemporary country', 'country', 'country dawn', 'country road']",2000
Baby Got Back,Sir Mix-A-Lot,Mack Daddy,262827,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",2000
Joyride,Roxette,Joyride (Deluxe Version),263093,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",2000
Work It,Missy Elliott,Under Construction,263227,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",2000
Love The Way You Lie,Eminem,Recovery,263373,"['boy band', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2000
Blurred Lines,Robin Thicke,Blurred Lines (Deluxe),263827,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",2000
I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged Kaufman Astoria StuLive at MTV Unplugged Kaufman Astoria Studios New York - March 1992dios New York - March 1992,Mariah Carey,#1 to Infinity,264240,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2000
Right Here Waiting,Richard Marx,Repeat Offender,264333,"['afrofuturism', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",2000
That's The Way Love Goes,Janet Jackson,Janet,265107,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",2000
Opposites Attract,Paula Abdul,Forever Your Girl,265373,['german pop'],2000
Family Affair,Mary J. Blige,No More Drama,265867,"['dance pop', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",2000
Drop It Like It's Hot,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,266067,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']",2000
Endless Love,Various Artists,Endless Love (Soundtrack),266360,"['indietronica', 'modern rock', 'pop', 'pop rock', 'post-teen pop']",2000
Kiss and Say Goodbye,The Manhattans,The Manhattans (Expanded Version),266733,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'trap latino', 'tropical']",2000
Hold On,Wilson Phillips,Wilson Phillips,266867,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']",2000
U Remind Me,Usher,8701,266893,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-teen pop']",2000
Disco Lady,Johnnie Taylor,Eargasm,267067,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",2000
Hotline Bling,Drake,Views,267067,"['brighton indie', 'modern rock', 'rock']",2000
Step by Step,New Kids On The Block,Step By Step,267293,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",2000
You're Makin' Me High,Toni Braxton,Secrets,267440,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",2000
Big Girls Don't Cry (Personal),Fergie,The Dutchess,268120,"['latin', 'latin pop', 'ranchera']",2000
Creep,TLC,Crazysexycool,268533,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'uk contemporary r&b']",2000
Will It Go Round In Circles,Billy Preston,Ultimate Collection: Billy Preston,268893,"['brazilian rock', 'hard rock brasileiro', 'mpb', 'pop rock brasileiro', 'rock baiano']",2000
Informer,Snow,12 Inches Of Snow,268910,"['indonesian folk', 'indonesian indie', 'indonesian pop']",2000
All for Love,"The BNFL Band, Richard Evans & Manfred Obrecht",World Hits 2,269067,"['axe', 'forro', 'pagode', 'sertanejo', 'sertanejo universitario']",2000
Good Vibrations,Marky Mark And The Funky Bunch,Music For The People,269307,"['k-pop', 'k-pop boy group']",2000
All of Me,John Legend,Love In The Future (Expanded Edition),269560,"['big room', 'dance pop', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",2000
Stuck With You,Huey Lewis & The News,Fore!,269573,"['cantautor', 'nueva cancion', 'rock en espanol', 'spanish pop', 'trova']",2000
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,269667,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul']",2000
Owner Of A Lonely Heart,Yes,Highlights: The Very Best Of Yes,269773,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",2000
Nothing's Gonna Stop Us Now,Starship,No Protection,270333,"['contemporary country', 'country', 'country road']",2000
I Will Always Love You,Whitney Houston,The Bodyguard - Original Soundtrack Album,271093,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",2000
Don't Go Breaking My Heart,Elton John,To Be Continued...,271133,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul']",2000
Ice Ice Baby,Vanilla Ice,The Best Of Vanilla Ice,271200,"['argentine hip hop', 'trap argentino', 'trap triste']",2000
Magic,Various Artists,Xanadu,271667,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",2000
Magic,Various Artists,Xanadu,271667,"['contemporary country', 'country', 'country road', 'modern country rock']",2000
All For You,Janet Jackson,Best Of Number Ones,272387,"['alternative rock', 'dance rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock', 'scottish rock']",2000
The Promise Of A New Day,Paula Abdul,Spellbound,272893,"['alternative dance', 'indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",2000
Maneater,Daryl Hall & John Oates,H2O,273173,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",2000
You Are Not Alone - Radio Edit,Michael Jackson,Number Ones,274000,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2000
Freak Me,Silk,Lose Control,274533,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",2000
With Arms Wide Open,Creed,Human Clay,274800,"['opm', 'pinoy rock']",2000
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,The Essential Celine Dion,275240,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",2000
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,275987,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2000
(They Long To Be) Close To You,Carpenters,Close To You,276000,"['contemporary country', 'country', 'country road', 'modern country rock']",2000
Shadow Dancing,Andy Gibb,Shadow Dancing,276000,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",2000
Love Will Lead You Back,Taylor Dayne,Arista Heritage Series: Taylor Dayne,278533,"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",2000
Forever,Chris Brown,Forever,278573,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2000
Paradise,Coldplay,Mylo Xyloto,278719,"['dance pop', 'hollywood', 'new wave pop', 'pop', 'pop rock']",2000
Waterfalls,TLC,Crazysexycool,279507,"['alternative metal', 'pop punk']",2000
Nothing Compares 2 U,Sinéad O'Connor,I Do Not Want What I Haven't Got,280040,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",2000
One Sweet Day,Mariah Carey,Daydream,281067,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",2000
Praying for Time,George Michael,Listen Without Prejudice Vol. 1,281067,"['hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2000
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),281560,"['desi pop', 'punjabi pop']",2000
Stayin Alive,Bee Gees,The Ultimate Bee Gees,283147,"['alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'metropopolis', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2000
I've Been Thinking About You,Various Artists,Body By Jake: Modern Pop Workout (BPM 104-128),283813,"['k-pop', 'k-pop boy group']",2000
Escapade,Janet Jackson,Rhythm Nation 1814,283934,"['k-pop', 'k-pop boy group']",2000
Try Again,Aaliyah Tribute,A Salute To Aaliyah,284240,"['electro latino', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",2000
California Love - Original Version,2Pac,The Best of 2Pac,284480,"['funk carioca', 'funk pop', 'pop nacional']",2000
Someone Like You,Adele,21,285240,"['chutney', 'classic bollywood', 'desi pop', 'filmi', 'sufi']",2000
Y.M.C.A.,Village People,Cruisin',286667,"['blues rock', 'classic rock', 'mexican classic rock', 'rock']",2010
Killing Me Softly with His Song,Roberta Flack,Killing Me Softly,286920,"['alternative hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']",2010
Black Velvet,Alannah Myles,Alannah Myles,287440,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010
How Do You Want It,2Pac,All Eyez On Me,287547,"['brazilian rock', 'mpb']",2010
We Didn't Start the Fire,Billy Joel,Storm Front,287733,"['french hip hop', 'pop urbaine', 'rap francais']",2010
The Power of Love - Radio Edit,Céline Dion,The Essential Celine Dion,288320,"['hip hop', 'kansas city hip hop', 'pop rap', 'rap']",2010
Kiss from a Rose,Seal,Seal,288427,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",2010
I Don't Wanna Cry,Mariah Carey,#1 to Infinity,288987,"['brazilian hip hop', 'trap brasileiro']",2010
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),289133,"['latin', 'latin arena pop', 'latin pop', 'latin viral pop', 'mexican pop']",2010
Dilemma,Nelly,Nellyville,289160,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']",2010
I Adore Mi Amor,Color Me Badd,C.M.B.,289200,"['classic italian pop', 'italian adult pop', 'italian pop']",2010
Waiting for a Girl Like You,Various Artists,Yacht Rock,289200,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']",2010
Gloria,Laura Branigan,Self Control,290520,"['alternative metal', 'modern rock', 'nu metal', 'pop punk', 'rap metal', 'rap rock']",2010
Black Cat,Janet Jackson,Rhythm Nation 1814,290573,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",2010
On My Own,Patti LaBelle,Winner In You,290840,"['banda', 'corrido', 'ranchera', 'regional mexican']",2010
Let's Get It On,Marvin Gaye,Let's Get It On,290960,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2010
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,291293,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",2010
Greatest Love of All,Whitney Houston,Whitney Houston,291400,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",2010
Have You Ever Really Loved A Woman?,Bryan Adams,18 Til I Die,291667,"['classic j-pop', 'j-pop', 'japanese singer-songwriter']",2010
One of These Nights - 2013 Remaster,Eagles,One of These Nights (2013 Remaster),291686,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",2010
You're In Love,Wilson Phillips,Wilson Phillips,291867,"['opm', 'pinoy reggae', 'pinoy rock']",2010
Weak,SWV,It's About Time,291907,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",2010
Rush Rush,Paula Abdul,Spellbound,292933,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2010
Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,293120,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",2010
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,293827,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",2010
Justify My Love,Madonna,Celebration (double disc version),294267,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",2010
Can't Fight This Feeling,REO Speedwagon,Wheels Are Turnin',294773,"['latin', 'reggaeton', 'trap latino']",2010
Smooth (feat. Rob Thomas),Santana,Supernatural (Remastered),294987,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']",2010
Bad Girls,Donna Summer,Bad Girls,295107,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']",2010
My Sharona,The Knack,Get The Knack,295400,"['belgian pop', 'variete francaise']",2010
Hello,Adele,25,295502,"['dance pop', 'edm', 'pop', 'pop rap']",2010
With Or Without You - Remastered,U2,The Joshua Tree (Super Deluxe),295516,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",2010
Release Me,Wilson Phillips,Wilson Phillips,295693,"['reggae fusion', 'ska mexicano', 'ska punk']",2010
We Built This City,Starship,Knee Deep In The Hoopla,296080,"['meme rap', 'trap', 'underground hip hop', 'vapor trap']",2010
I Wanna Know,Joe,My Name Is Joe,296693,"['house', 'pop', 'uk dance']",2010
Lollipop,Lil Wayne,Tha Carter III,299333,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2010
I'm Your Baby Tonight,Whitney Houston,I'm Your Baby Tonight,299427,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",2010
Play That Funky Music,Wild Cherry,Wild Cherry,300000,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",2010
Because I Love You (The Postman Song),Stevie B,Best Of Stevie B,300107,['indonesian pop'],2010
Careless Whisper,Wham!,The Final,302600,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",2010
Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago,Chicago 16 (Expanded & Remastered),304213,"['funk carioca', 'pagode', 'pagode novo', 'sertanejo', 'sertanejo universitario']",2010
No Diggity,Blackstreet,Another Level,304600,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",2010
I Want to Know What Love Is - 1999 Remaster,Foreigner,Agent Provocateur,304787,"['atl hip hop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']",2010
I Can't Go for That (No Can Do),Daryl Hall & John Oates,Private Eyes (Expanded Edition),307307,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",2010
American Woman,The Guess Who,American Woman,307493,"['argentine hip hop', 'trap argentino', 'trap latino']",2010
Abracadabra,Steve Miller Band,Abracadabra,308373,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",2010
This Used to Be My Playground,Madonna,Something to Remember,310267,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']",2010
Stronger,Kanye West,Graduation,311867,['opm'],2010
Hot Stuff,Donna Summer,Bad Girls,314760,"['brazilian edm', 'funk carioca', 'funk das antigas']",2010
If Wishes Came True,Sweet Sensation,Love Child,315160,"['brazilian edm', 'brazilian hip hop']",2010
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,Bat Out Of Hell II: Back Into Hell,316467,"['argentine indie', 'trap argentino']",2010
Vogue,Madonna,Celebration (double disc version),316813,"['british singer-songwriter', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",2010
Lose Yourself,Various Artists,SHADYXV,320627,"['contemporary country', 'country', 'country road', 'modern country rock']",2010
Roll With It,Steve Winwood,Roll With It,320733,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2010
Take a Bow,Madonna,Something to Remember,321360,"['metalcore', 'pop punk', 'screamo']",2010
Everytime You Go Away,Various Artists,Love Songs,321573,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",2010
Another Day in Paradise - 2016 Remaster,Phil Collins,...But Seriously (Deluxe Edition),322133,['florida rap'],2010
Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),322549,"['dance pop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']",2010
Philadelphia Freedom,Elton John,Captain Fantastic And The Brown Dirt Cowboy,324573,"['dark trap', 'florida rap']",2010
Saturday Night Fish Fry,Louis Jordan & His Tympany Five,Jukebox Hits Volume 2 1947-1951,325547,"['j-idol', 'k-pop', 'k-pop girl group']",2010
Do Ya Think I'm Sexy,Rod Stewart,Do Ya Think I'm Sexy? / Scarred and Scared,325813,"['indonesian pop', 'indonesian r&b']",2010
My Humps,Black Eyed Peas,Monkey Business,326960,"['corrido', 'latin', 'latin pop', 'norteno', 'ranchera', 'regional mexican', 'tejano']",2010
On Bended Knee,Boyz II Men,II,329800,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",2010
Close To You,Maxi Priest,Best Of Maxi Priest,330080,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2010
Le Freak - 2018 Remaster,CHIC,The Chic Organization 1977-1979 (2018 Remaster),331360,"['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",2010
Get Low,Lil Jon & The East Side Boyz,Kings Of Crunk,334067,"['alternative rock', 'art rock', 'boston rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",2010
More Than Words,Extreme,Extreme II - Pornograffitti,334107,"['edmonton indie', 'lo-fi indie']",2010
Boogie Oogie Oogie - Single Version 2 / Remastered 1999,A Taste Of Honey,A Taste Of Honey,338133,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",2010
Live Your Life,T.I.,Paper Trail,338853,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",2010
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Bon Jovi,Bon Jovi Greatest Hits,340067,['k-pop girl group'],2010
Broken Wings,Mr. Mister,Welcome To The Real World,343933,"['adoracao', 'brazilian gospel']",2010
Reunited,Peaches & Herb,2 Hot!,345240,"['metalcore', 'modern rock', 'pop emo', 'pop punk', 'screamo']",2010
Maggie May - Remastered Version,Rod Stewart,The Definitive Rod Stewart,345680,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",2010
Don't Let the Sun Go Down on Me,George Michael,Ladies And Gentlemen... The Best Of George Michael,346960,"['alt z', 'bedroom pop', 'indie pop']",2010
End Of The Road,Boyz II Men,The Best Of Boyz II Men 20th Century Masters The Millennium Collection,348893,['k-pop'],2010
Love Will Never Do (Without You),Janet Jackson,Rhythm Nation 1814,350000,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",2010
I Like The Way,Hi-Five,Greatest Hits,350267,"['dance pop', 'pop', 'pop r&b', 'r&b', 'urban contemporary']",2010
One More Try - Remastered,George Michael,Faith,350667,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",2010
We Are the World,Various Artists,We Are the World,351507,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",2010
The Song from 'moulin Rouge' (Where Is Your Heart),Percy Faith,Music From Hollywood,351559,"['gangster rap', 'hip hop', 'ohio hip hop', 'pop rap', 'rap', 'southern hip hop']",2010
When Doves Cry,Prince,Purple Rain,352906,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",2010
Silly Love Songs - Remastered 2014,Wings,Wings At The Speed Of Sound (Archive Collection),354240,"['neo mellow', 'pop rock', 'post-grunge']",2010
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,356067,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary']",2010
Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),363521,['escape room'],2010
"It's In The Book (from ""Comedy Caravan"")",Various Artists,Comedy Caravan,366000,"['filmi', 'tamil pop']",2010
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,Random Access Memories,369627,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",2010
Empty Bed Blues,Bessie Smith,Goddesses Of Blues - Bessie Smith,381493,['k-pop'],2010
Shout,Tears For Fears,Songs From The Big Chair,393667,"['funk carioca', 'pagode', 'sertanejo', 'sertanejo universitario']",2010
(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,394133,"['bossa nova', 'mpb', 'musica alagoana']",2010
Love Machine,The Miracles,City Of Angels,415133,"['dance pop', 'k-pop', 'k-pop girl group']",2010
Total Eclipse of the Heart,Bonnie Tyler,Faster Than The Speed Of Night,418000,"['indie pop', 'modern rock', 'pop', 'rock']",2010
Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),484147,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']",2010
Call Me (Theme From American Gigolo) - Remastered 2001,Blondie,Autoamerican,486933,"['contemporary country', 'country', 'country road', 'country rock']",2010
Money for Nothing,Dire Straits,Brothers in Arms,506400,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']",2010
American Pie,Don McLean,American Pie,516893,"['dance pop', 'pop', 'post-teen pop']",2010
Rhapsody In Blue,Various Artists,Greatest Hits Of The 20's,539977,"['arab pop', 'egyptian pop']",2010
Swing To Bop,Charlie Christian,Immortal Charlie Christian - Guest Artist,540200,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010
Misterioso - Live,Thelonious Monk,Misterioso,653840,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",2010
Get Ready,Rare Earth,Get Ready,1292293,"['latin', 'latin arena pop', 'latin pop']",2010
Black (First Movement Of Black Brown And Beige) - Live,Duke Ellington,"The Duke Elington Carnegie Hall Concerts, January 1943",1312960,"['dance pop', 'europop', 'new wave pop', 'soft rock', 'urban contemporary']",2010
