track_name,artist,album,duration_ms,genres,year
Vaya Con Dios (May God Be With You),Les Paul & Mary Ford,"Vintage Vocal Jazz / Swing Nº 52 - EPs Collectors, ""Vaya Con Dios""",165415,"['dance pop', 'pop', 'pop rap']",1940
I'm In A Dancing Mood,Various Artists,Top Hits Of The 1930s,165467,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1940
You Send Me,Sam Cooke,30 Greatest Hits: Portrait of a Legend 1951-1964,165560,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",1940
Seven Come Eleven (feat. Benny Goodman & Charlie Christian),Charlie Christian,The Original Guitar Hero,165800,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",1940
The Gypsy,Thomas Newman,Revolutionary Road,165840,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",1940
I'm So Lonesome I Could Cry - Single Version,Hank Williams,The Complete Hank Williams,166000,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1940
Darling Je Vous Aime Beaucoup,Various Artists,Top Hits Of The 1930s,166200,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",1940
Rag Mop,The Ames Brothers,The Best Of The Ames,166520,"['hip hop', 'rap']",1940
The Loco-Motion,Grand Funk Railroad,Greatest Hits: Grand Funk Railroad (Remastered),166813,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",1940
I'm an Albatraoz,AronChupa,I'm an Albatraoz,166849,"['desi pop', 'filmi', 'modern bollywood', 'punjabi pop']",1940
Solo Flight,Charlie Christian,39 Masterpieces,166889,"['funk carioca', 'funk ostentacao', 'funk paulista']",1940
What In The World’s Come Over You,Jack Scott,What In The World’s Come Over You - 4 Track EP,167147,"['melodic rap', 'rap', 'trap']",1940
The Little Old Log Cabin In The Lane,Fiddlin John Carson,Fiddlin John Carson Vol. 1 1923 - 1924,167367,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",1940
Carolina Shout,Various Artists,Tiger Rag (Jazz Age - a Hommage to the Great Gatsby Era 1920 - 1923),167533,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",1940
My Prayer,The Platters,The Platters,167800,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",1940
O Dio Mio,Annette,"Italiannette: Rarity Music Pop, Vol. 245",167811,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1940
Star dust,Various Artists,Top Hits Of The 1930s,168000,"['melodic rap', 'rap', 'trap']",1940
Twilight Time - Single Version,The Platters,The Flying Platters Around The World,168293,"['acoustic pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",1940
Sh-Boom (Life Could Be A Dream),The Crew Cuts,Sh-Boom,168467,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1940
Rags to Riches - Remastered,Tony Bennett,"The Columbia Singles, Vol. 2",168480,"['dance rock', 'modern rock', 'permanent wave', 'rock']",1940
Don't,Elvis Presley,Elvis 30 #1 Hits,168907,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",1940
Chattanoogie Shoe Shine Boy - 1949 Single Version,Red Foley,Country Music Hall Of Fame: Red Foley,169000,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",1940
You're A Sweetheart,Various Artists,Top Hits Of The 1930s,169000,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop', 'tropical']",1940
My Baby Just Cares For Me,Various Artists,Top Hits Of The 1930s,169200,"['melodic rap', 'trap']",1940
Blue Tango,Leroy Anderson,The Leroy Anderson Collection,169427,"['k-pop', 'k-rap']",1940
Let the Good Times Roll,Louis Jordan,Let the Good Times Roll,169480,"['emo', 'pop punk']",1940
Paper Roses,Anita Bryant,Hear Anita Bryant in Your Home Tonight,169509,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']",1940
I'm In The Mood For Love,Various Artists,Top Hits Of The 1930s,169533,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino', 'tropical']",1940
(It's No) Sin,Eddy Howard,My Best to You,169773,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'trap', 'urban contemporary']",1940
Boom Clap,Charli XCX,SUCKER,169866,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']",1940
Nevertheless,Various Artists,Top Hits Of The 1930s,169867,"['hip hop', 'pittsburgh rap', 'rap']",1940
Bei Mir Bist Du Schoen,Various Artists,Top Hits Of The 1930s,169960,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",1940
Chimes Blues - Original,King Oliver's Creole Jazz Band,King Oliver and His Creole Jazz Band Selected Favorites,170000,['opm'],1940
Laughter In The Rain,Neil Sedaka,The Definitive Collection,170067,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood', 'sufi']",1940
Shining Star,"Earth, Wind & Fire",That's The Way Of The World,170160,"['contemporary country', 'country', 'country road', 'oklahoma country']",1940
Don't Let Your Deal Go Down Blues (with The North Carolina Ramblers) - 78rpm Version,Various Artists,The Best Of Can't You Hear Me Callin' - Bluegrass: 80 Years Of American Music,170267,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",1940
I'm Too Sexy,Right Said Fred,Up,170467,"['melodic rap', 'pop rap', 'rap', 'trap']",1940
Ai Se Eu Te Pego - Ao Vivo,Michel Teló,Na Balada (Ao Vivo),170493,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",1940
I'll Be Seeing You,Bing Crosby,Bing-His Legendary Years 1931-1957,170560,"['dance pop', 'pop', 'pop rap']",1940
Keep On The Sunny Side,Various Artists,The Best Of Bob Dylan's Theme Time Radio Hour,171120,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']",1940
I Wanna Be Loved By You ( 1928 Version ),Helen Kane,I Wanna Be loved By You,171267,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1940
You've Got What It Takes,Marv Johnson,Marvelous Marv Johnson,171677,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",1940
You Are My Sunshine,Jimmie Davis,10 X Governor Jimmie Davis-EP,171693,"['europop', 'swedish pop']",1940
Heebie Jeebies,Louis Armstrong,The Complete Hot Five & Hot Seven Recordings,171733,"['baroque pop', 'pop', 'uk alternative pop']",1940
Doggin' Around,Jackie Wilson,Jackie Sings The Blues,171840,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",1940
Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders,Indian Reservation,171933,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",1940
One Hell Of A Woman,Mac Davis,Stop And Smell The Roses,171960,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",1940
Down By the Station,The Four Preps,Down By the Station,172067,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1940
You're Getting To Be A Habit With Me,Various Artists,Top Hits Of The 1930s,172160,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",1940
Music Music Music,Teresa Brewer,"Music, Music, Music",172173,"['adult standards', 'rock-and-roll', 'rockabilly']",1940
Beyond the Sea,Bobby Darin,That's All,172480,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1940
Stay With Me,Sam Smith,In The Lonely Hour,172724,"['hip hop', 'pop rap', 'rap']",1940
La Bamba,Los Lobos,Just Another Band From East L.A.: A Collection,172733,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",1940
Near You,Various Artists,The 50 Best Hit Songs of the 1940s,172947,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",1940
Copenhagen,Fletcher Henderson,The Fletcher Henderson Story: A Study in Frustration (Bonus Track Version),172987,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",1940
Lovesick Blues,Emmett Miller,The 1928-1929 Okeh Recordings,173040,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1940
Good Enough to Keep (Air Mail Special),Benny Goodman,The Real Benny Goodman,173293,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'tropical']",1940
Worried Life Blues,Various Artists,Eric Clapton's Jukebox,173440,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1940
Handful of Keys - Remastered 2000,Fats Waller,Fats Waller: Very Best of Fats Waller,173667,['k-rap'],1940
I Love you (For Sentimental Reasons),Nat King Cole,The Essence of Nat King Cole,173733,"['cancion melodica', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']",1940
Asa Branca,Various Artists,Brésil Nordeste's Song 1928-1950,174067,"['funk', 'funk rock', 'minneapolis sound', 'motown', 'synth funk']",1940
Pan American Blues,Various Artists,Vintage Novelty Songs,174467,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1940
Matchbox Blues,Blind Lemon Jefferson,Blind Lemon Jefferson (The Big Blues Collection),174520,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1940
"Take the ""A"" Train",Duke Ellington,Never No Lament: The Blanton-Webster Band,174560,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",1940
Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,Vintage Collections,174693,"['k-pop', 'k-pop girl group']",1940
Night,Jackie Wilson,"A Woman, A Lover, A Friend",174720,"['k-pop', 'k-pop boy group']",1940
Wabash Cannon Ball,Various Artists,Top Hits Of The 1930s,174733,"['pop', 'pop rap', 'r&b']",1940
I Love Rock 'N Roll,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),175173,['brooklyn drill'],1940
Angel in Your Arms - Single Version,Various Artists,Hit Singles 1958-1977,175547,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",1940
Cake Walking Babies (From Home),Louis Armstrong,Louis Armstrong: Portrait Of The Artist As A Young Man 1923-1934,175573,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",1940
Why Don't You Believe Me - Remastered,Joni James,The Pop Queen (Remastered),176093,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",1940
Nobody Knows You When You're Down and Out - 78rpm Version,Bessie Smith,The Essential Bessie Smith,176133,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",1940
Harlem Air-Shaft,Duke Ellington,The Essential Duke Ellington,176160,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",1940
It's Still Rock and Roll to Me,Billy Joel,Glass Houses,176440,['trap latino'],1940
Grandpa Spells,Jelly Roll Morton,Jelly Roll Morton: Songbook,176467,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",1940
See That My Grave Is Kept Clean,Various Artists,The Roots of Jimi Hendrix,176560,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1940
Lean On (feat. MØ & DJ Snake),Major Lazer,Peace Is The Mission : Extended,176561,"['dance pop', 'europop', 'pop']",1940
The Coo Coo Bird,Various Artists,American Folk Music,176667,"['corrido', 'nuevo regional mexicano', 'regional mexican']",1940
Knock Three Times,Tony Orlando & Dawn,Candida,176704,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",1940
Riders In the Sky,Vaughn Monroe,Best of Vaughn Monroe,176707,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",1940
All Or Nothing At All,Harry James,The Complete Harry James And His Orchestra featuring Frank Sinatra (feat. Frank Sinatra),176933,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1940
Body and Soul,Billie Holiday,Lady Day: The Best Of Billie Holiday,176960,"['brazilian hip hop', 'pop nacional']",1940
Koko,Charlie Parker,The Essential Charlie Parker,176987,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']",1940
Stack O' Lee,Various Artists,100 Blues Classics,177493,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1940
My Mammy,Al Jolson,The Best Of Al Jolson,177507,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1940
Cocktails For Two,Spike Jones,Best Of,177667,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'post-teen pop', 'rock']",1940
St. Louis Blues - Vocal,Louis Armstrong,The Essential Louis Armstrong,177893,"['pop', 'post-teen pop']",1940
Tell Laura I Love Her,Ray Peterson,Goodnight My Love,178093,"['australian psych', 'neo-psychedelic']",1940
Opus One - 1991 Remastered,Tommy Dorsey,Greatest Hits,178160,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",1940
Rock And Roll Waltz,Kay Starr,Good Music Book,178285,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",1940
Stealin' Stealin' - Remastered 2002,Memphis Jug Band,American Epic: The Best of Memphis Jug Band,178440,"['funk carioca', 'pop nacional', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1940
It's Too Soon to Know,Various Artists,American Rock 'n Roll History,178507,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1940
I Feel the Earth Move,Carole King,Tapestry,178560,"['k-pop', 'k-pop boy group']",1940
What A Difference A Day Made,Various Artists,Top Hits Of The 1930s,178600,"['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1940
Mad Dogs And Englishmen,Various Artists,Top Hits Of The 1930s,178733,"['brazilian rock', 'hard rock brasileiro', 'rock alternativo brasileiro', 'rock nacional brasileiro']",1940
God Bless The Child,Billie Holiday,The Complete Billie Holiday,178813,"['dance pop', 'girl group', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1940
Sincerely,The McGuire Sisters,The McGuire Sisters Greatest Hits,178960,['contemporary country'],1940
Allons À Lafayette,Sampler,Cajun Music - Musique De La Louisane,179080,"['canadian pop', 'dance pop']",1940
The Way I Are,Timbaland,Shock Value,179120,"['alternative metal', 'groove metal', 'nu metal']",1940
Little Things Mean a Lot (Original Mix),Kitty Kallen,1130 PM,179148,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1940
Little White Lies,Various Artists,Top Hits Of The 1930s,179160,"['hip hop', 'ohio hip hop', 'rap']",1950
Black Snake Moan,Blind Lemon Jefferson,Black Snake Moan,179280,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",1950
White Christmas,Bing Crosby,Bing Crosby Rediscovered: The Soundtrack (American Masters),179293,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1950
Love Is A Many-Splendored Thing,The Four Aces,The Four Aces' Greatest Hits,179467,"['metropopolis', 'modern rock', 'pop', 'pop rock', 'tropical house']",1950
Country Blues,Various Artists,American Folk Music,179533,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop']",1950
I Kissed A Girl,Katy Perry,One Of The Boys,179640,"['alternative metal', 'nu metal', 'rap metal']",1950
Kansas City Stomps,Jelly Roll Morton,The Compositions of Jelly Roll Morton 1923-1941,179827,"['melodic rap', 'pop rap', 'rap', 'trap']",1950
Potato Head Blues - 78rpm Version,Louis Armstrong,The Essential Louis Armstrong,180173,"['adult standards', 'easy listening', 'lounge']",1950
I'll Never Be The Same,Various Artists,Top Hits Of The 1930s,180227,"['modern rock', 'rock']",1950
Airplanes (feat. Hayley Williams),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,180480,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",1950
Need You Tonight,INXS,Kick,180518,['r&b en espanol'],1950
The Pearls,Jelly Roll Morton,The Compositions of Jelly Roll Morton 1923-1941,180573,"['arkansas country', 'outlaw country']",1950
Pony Blues,Charley Patton,Father Of Delta Blues,180625,"['alternative metal', 'nu metal']",1950
Tennessee Waltz,Patti Page,The Great Patti Page,180640,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",1950
Till I Waltz Again With You,Teresa Brewer,Till I Waltz Again With You,180720,"['irish singer-songwriter', 'modern rock', 'pop']",1950
The Yellow Rose of Texas - Single Version,Mitch Miller,Greatest Hits,181067,"['atl hip hop', 'rap', 'trap']",1950
Good Rockin' Tonight,Roy Brown,"Roy Brown, Hurry Hurry Babe!",181253,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']",1950
Ornithology (03-28-46),Charlie Parker,Complete Jazz Series 1945 - 1947,181467,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1950
I Wished On The Moon,Various Artists,Top Hits Of The 1930s,181627,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",1950
"Theme From ""The Apartment""",Ferrante & Teicher,All-Time Great Movie Themes,181667,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']",1950
A Ghost Of A Chance,Various Artists,Top Hits Of The 1930s,181840,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1950
Call It Stormy Monday (But Tuesday Is Just As Bad),Blues,Platinum Masters,181880,"['mariachi', 'ranchera']",1950
Boplicity,Miles Davis,Birth Of The Cool,181989,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",1950
It Had To Be You,Various Artists,No. 1 Chart Toppers of the 1920s Original Recordings Vol.1,182000,"['mpb', 'nova mpb', 'pop nacional']",1950
Singin' The Blues,Bix Beiderbecke And Frankie Trumbauer,Bix And Tram,182227,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",1950
Bad Bad Leroy Brown,Jim Croce,Life & Times,182240,"['contemporary country', 'country', 'country road']",1950
I Don't Know Why,Various Artists,Top Hits Of The 1930s,182467,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",1950
Dancing in the Dark,Various Artists,Top Hits Of The 1930s,182467,['glam rock'],1950
Band Of Gold - Re-Record,Freda Payne,Band Of Gold (Remix),182533,['k-rap'],1950
A Fifth Of Beethoven,Various Artists,Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition),182533,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1950
I Want to Be Wanted,Brenda Lee,"Ultimate Collection, Vol. 1",182627,"['puerto rican pop', 'trap latino']",1950
Blue Moon Of Kentucky - Original,Bill Monroe,"Bill Monroe Selected Favorites, Vol. 1",182750,['turkish pop'],1950
(Get Your Kicks On) Route 66 - Remastered,Nat King Cole,Route 66,183267,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",1950
Greenfields,The Brothers Four,The Brothers Four (Originl Album),183293,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']",1950
East St. Louis Toodle-Oo,Duke Ellington,The Essential Duke Ellington,183560,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",1950
Tenderly,Sarah Vaughan,Tenderly,183693,"['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",1950
Key to the Highway,Various Artists,Southern Blues (Vol. 2),183827,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1950
Baby Don't Get Hooked on Me,Mac Davis,Baby Don't Get Hooked On Me,183933,"['alternative r&b', 'viral pop']",1950
Struttin' with Some Barbecue - 78 rpm Version,Louis Armstrong,Columbia Original Masters,183947,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",1950
Tom Dooley,The Kingston Trio,The Kingston Trio,183973,"['gruperas inmortales', 'nu-cumbia', 'regional mexican']",1950
If,Perry Como,Perry Como's Greatest Hits,184040,"['electro latino', 'latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",1950
Parker's Mood,Charlie Parker,Parker's Mood,184333,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",1950
Tammy,Debbie Reynolds,Love Is A Simple Thing,184347,"['k-pop', 'k-pop boy group']",1950
The Man I Love,Billie Holiday,"THE QUINTESSENTIAL BILLIE HOLIDAY, Vol. 8 (1939 - 1940)",184373,"['french hip hop', 'pop urbaine']",1950
I'm Walking Behind You - 2001 Remastered,Eddie Fisher,Greatest Hits,184400,"['k-pop', 'k-pop boy group']",1950
Apologize,Timbaland,Shock Value,184400,"['disco', 'mellow gold', 'soft rock']",1950
Raindrops Keep Fallin' On My Head,B.J. Thomas,Raindrops Keep Fallin' On My Head,184493,"['italian hip hop', 'italian pop', 'trap italiana']",1950
It's Tight Like That,Various Artists,Tampa Red,184627,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",1950
"Evergreen (Love Theme from ""A Star Is Born"")",Barbra Streisand,A Star Is Born,184800,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1950
A Night In Tunisia,Dizzy Gillespie,Best of Dizzy Gillespie,184924,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",1950
Wanted (with Henri René & His Orchestra and Chorus),Perry Como,The Definitive Collection,184933,"['folk-pop', 'modern rock', 'pop', 'stomp and holler']",1950
When The Moon Comes Over The Mountain,Various Artists,Top Hits Of The 1930s,185000,"['brazilian rock', 'mpb', 'rock brasiliense', 'rock nacional brasileiro']",1950
Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),185143,"['dance pop', 'girl group', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1950
Mr. Custer,Larry Verne,Mister Larry Verne,185213,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",1950
Wheel Of Fortune,Kay Starr,Capitol Collectors Series,185600,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1950
Oh! My Pa-Pa (O Mein Papa) - 2001 Remastered,Eddie Fisher,Greatest Hits,185627,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1950
A Night In Tunisia,Charlie Parker,The Essential Charlie Parker,185827,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",1950
Exactly Like You,Various Artists,Top Hits Of The 1930s,185933,"['colombian pop', 'latin', 'latin pop']",1950
Kassie Jones,Furry Lewis,Essential Blues Masters,185987,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",1950
Hopelessly Devoted To You,Olivia Newton-John,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,186000,"['electropop', 'pop', 'post-teen pop']",1950
Life Is A Song,Various Artists,Top Hits Of The 1930s,186000,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",1950
Stay As Sweet As You Are,Various Artists,Top Hits Of The 1930s,186000,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",1950
Ignition - Remix,R. Kelly,Chocolate Factory,186067,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']",1950
Frenesi,Artie Shaw,"Gloomy Sunday (The Bluebird Recordings in Chronological Order, Vol. 6 - 1939 - 1940)",186125,"['miami hip hop', 'rap', 'underground hip hop']",1950
The Song Is You,Various Artists,Top Hits Of The 1930s,186133,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",1950
Body And Soul,Various Artists,Top Hits Of The 1930s,186267,"['electropop', 'pop', 'pop rap']",1950
Heart Attack,Olivia Newton-John,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,186400,"['latin', 'latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'ranchera', 'regional mexican']",1950
Rudolph the Red-Nosed Reindeer (with The Pinafores),Gene Autry,A Gene Autry Christmas,186427,"['banda', 'corrido', 'ranchera', 'regional mexican']",1950
Love Walked In,Various Artists,Top Hits Of The 1930s,186507,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1950
Don't Fence Me In,Various Artists,The Hits Of The 30's & 40's,186600,"['desi hip hop', 'filmi', 'tamil hip hop']",1950
Rudolph the Red-Nosed Reindeer,Gene Autry,Rudolph The Red Nosed Reindeer And Other Christmas Classics,186733,"['classical', 'classical era']",1950
Radioactive,Imagine Dragons,Night Visions,186813,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",1950
Black And Blue,Louis Armstrong,The Essential Louis Armstrong,187240,['german hip hop'],1950
A Fine Romance,Various Artists,Top Hits Of The 1930s,187240,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",1950
Down And Out Blues,Various Artists,Top Hits Of The 1930s,187307,['pagode'],1950
La Cucaracha,Various Artists,Top Hits Of The 1930s,187360,"['houston rap', 'pop', 'pop rap', 'trap queen']",1950
Baby Baby,Amy Grant,Baby Baby,187493,"['hawaiian hip hop', 'pop rap', 'rap']",1950
Harbor Lights,The Platters,The Best Of The Platters,187667,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",1950
La Vie en rose,Edith Piaf,Edith Piaf - The Best Of,187733,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",1950
All About That Bass,Meghan Trainor,Title (Deluxe),187920,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'wrestling']",1950
Stay (I Missed You) - Storytellers,Various Artists,VH1 Storytellers,188221,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock']",1950
The Candy Man,Sammy Davis Jr.,That Old Black Magic,188227,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1950
The Honeydripper,Joe Liggins,Joe Liggins & The Honeydrippers,188427,"['k-pop', 'k-pop boy group']",1950
James Alley Blues,Various Artists,I'm Going Where the Water Drinks Like Wine (18 Unsung Bluesmen) [Rarities 1923-29],188507,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",1950
How Long - How Long Blues,Leroy Carr,Leroy Carr Vol. 1 (1928-1929),188894,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",1950
Since U Been Gone,Kelly Clarkson,Breakaway,188960,"['french hip hop', 'pop urbaine']",1950
Boogie Chillen,John Lee Hooker,2001 – 2011 : 10 Ans Déjà... (Album Anniversaire Des 10 Ans Du Décès De John Lee Hooker),189147,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",1950
Three Little Words,Various Artists,Top Hits Of The 1930s,189200,"['classical', 'classical era', 'early romantic era', 'german romanticism']",1950
Cotton Tail,Duke Ellington,The Essential Duke Ellington,189267,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",1950
The Glory Of Love,Various Artists,Top Hits Of The 1930s,189400,['k-pop'],1950
Change Partners,Various Artists,Top Hits Of The 1930s,189440,"['boom bap brasileiro', 'brazilian hip hop', 'funk ostentacao']",1950
Happy Feet,Various Artists,Top Hits Of The 1930s,189440,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",1950
